Beautiful,Confusing,Courageous,Fascinating,Funny,Informative,Ingenious,Inspiring,Jaw-dropping,Longwinded,OK,Obnoxious,Persuasive,Unconvincing,talk_id,main_rating
6,3,10,16,7,110,10,34,9,5,18,1,84,3,1160,talk_id
55,13,113,409,4,397,107,1126,199,15,51,29,472,129,1161,talk_id
34,45,381,129,2,331,45,528,203,120,117,86,662,336,1162,talk_id
182,18,67,1289,95,451,1142,907,2026,12,71,13,94,11,1163,Jaw-dropping
2467,83,3944,3157,1049,3623,830,10218,442,163,469,80,3365,147,1164,Inspiring
627,16,2113,764,70,1049,113,3953,454,37,107,27,1493,49,1165,Inspiring
396,15,74,558,458,471,137,1226,95,40,96,17,243,21,1166,Inspiring
62,12,363,94,16,553,31,302,241,36,50,34,740,108,1167,talk_id
34,13,67,128,14,253,223,588,22,31,96,12,328,52,1168,talk_id
168,186,69,82,1423,12,211,65,81,34,170,221,9,103,1169,Funny
99,16,76,152,346,50,344,388,68,22,49,19,58,21,1170,talk_id
349,159,1082,752,1960,412,471,4131,425,273,537,295,1640,363,1171,Inspiring
34,10,26,400,217,232,222,106,236,5,44,47,39,11,1172,talk_id
167,28,38,489,93,219,138,458,117,44,107,52,76,68,1173,talk_id
276,14,25,468,22,295,28,203,170,0,53,2,44,9,1174,talk_id
174,13,35,545,124,655,182,1040,105,10,97,12,195,20,1175,talk_id
131,39,66,333,5,257,77,464,69,60,111,76,280,201,1176,talk_id
30,31,80,157,1396,568,325,65,137,9,64,36,340,64,1177,Funny
1267,39,3269,902,951,986,577,4958,480,73,103,23,960,55,1178,Inspiring
152,5,17,100,18,50,147,191,43,2,17,1,28,8,1179,talk_id
10,17,22,25,5,99,11,105,13,89,43,7,98,41,1180,talk_id
3,11,41,48,18,296,23,59,19,26,41,82,245,211,1181,talk_id
20,8,36,72,8,331,13,101,56,15,29,21,201,14,1182,talk_id
45,26,120,286,50,94,365,589,389,26,170,209,34,142,1183,talk_id
289,2,7,130,433,23,156,246,22,23,60,13,9,7,1184,talk_id
100,22,16,221,28,190,108,147,47,32,35,9,69,34,1185,talk_id
118,10,384,82,48,342,23,323,49,24,68,9,322,25,1186,talk_id
44,11,107,514,59,424,903,761,320,26,33,44,319,34,1187,talk_id
77,23,135,412,18,261,203,738,433,60,53,78,141,55,1188,talk_id
192,2,304,61,2,122,10,586,65,9,24,2,119,7,1189,talk_id
84,5,30,266,93,171,575,424,61,6,84,11,78,21,1190,talk_id
342,17,11,511,190,87,277,230,239,29,98,21,38,60,1191,talk_id
13,5,17,23,12,255,20,91,23,9,90,6,132,23,1192,talk_id
7,11,148,54,66,156,28,310,30,26,62,22,185,27,1193,talk_id
381,9,7,402,46,244,53,78,166,4,44,7,20,5,1194,talk_id
333,49,674,1115,57,1307,198,2095,225,154,211,79,1587,176,1195,Inspiring
212,7,44,372,933,263,300,411,53,52,126,88,118,22,1196,talk_id
19,4,7,111,13,108,140,28,43,10,49,4,6,45,1197,talk_id
178,106,55,236,112,63,156,157,76,32,210,209,14,368,1198,talk_id
99,57,233,62,136,30,89,229,102,24,81,121,113,51,1199,talk_id
11,22,87,130,7,539,31,157,209,30,65,23,484,60,1200,talk_id
1185,2,175,420,350,42,298,1062,89,13,51,21,31,17,1201,talk_id
214,28,35,1779,1173,1279,249,596,258,17,74,10,500,20,1202,Fascinating
25,17,231,37,6,310,23,243,25,77,54,48,389,76,1203,talk_id
14,13,222,233,19,239,482,338,119,27,32,13,109,2,1204,talk_id
351,4,92,85,27,16,32,406,65,16,46,7,67,6,1205,talk_id
21,8,162,247,8,505,150,631,116,51,58,4,525,28,1206,talk_id
8,5,145,47,248,241,85,110,22,7,67,7,84,17,1207,talk_id
57,49,95,162,7,110,41,66,30,93,61,19,27,40,1208,talk_id
76,4,20,70,27,224,12,199,6,33,71,21,79,83,1209,talk_id
9,4,8,174,66,224,136,24,13,8,52,3,25,9,1210,talk_id
256,73,51,1462,16,788,227,461,614,58,74,82,300,128,1211,Fascinating
281,33,64,390,181,663,118,1265,47,36,184,8,592,106,1212,Inspiring
83,62,14,436,198,553,147,79,264,25,121,24,39,21,1213,talk_id
17,13,34,105,7,215,81,209,19,13,50,47,111,115,1214,talk_id
45,14,173,79,10,232,111,324,96,5,68,15,219,32,1215,talk_id
71,7,58,178,1357,1081,461,520,82,105,173,105,891,105,1216,Funny
133,32,112,162,79,129,188,332,40,28,73,33,93,53,1217,talk_id
27,6,22,51,25,52,66,36,14,58,43,26,10,71,1218,talk_id
19,33,45,192,12,426,201,325,136,104,57,18,403,111,1219,talk_id
293,8,2,143,4,3,115,98,87,10,20,10,6,7,1220,talk_id
24,24,256,492,21,1513,132,311,910,31,113,26,745,44,1221,Informative
24,15,20,657,689,759,347,540,69,31,60,25,737,15,1222,talk_id
180,42,327,118,245,111,69,507,49,44,144,49,101,56,1223,talk_id
225,9,89,73,15,71,21,270,30,15,20,2,56,7,1224,talk_id
326,7,12,339,16,225,46,481,49,37,38,13,60,9,1225,talk_id
31,19,10,178,110,201,145,168,13,20,85,8,150,55,1226,talk_id
424,1,9,250,1,53,15,143,154,5,15,1,6,5,1227,talk_id
164,28,55,1542,286,1435,343,1693,253,95,111,24,480,24,1228,Inspiring
70,26,53,117,757,317,216,253,30,62,303,59,98,93,1229,talk_id
13,17,7,86,28,139,37,30,19,33,39,28,50,37,1230,talk_id
15,3,32,224,127,161,369,124,151,2,20,2,83,15,1231,talk_id
86,14,40,518,158,914,85,376,41,50,130,21,383,57,1232,talk_id
24,67,16,291,15,401,178,91,31,17,194,17,120,204,1233,talk_id
424,13,316,312,50,394,87,2040,42,35,210,6,371,45,1234,Inspiring
83,5,8,156,3,202,51,65,17,3,53,10,20,10,1235,talk_id
106,18,104,83,14,14,67,293,17,10,43,9,48,25,1236,talk_id
12,4,100,58,11,72,259,211,33,2,26,7,80,19,1237,talk_id
21,10,14,130,16,197,29,46,38,28,43,12,43,11,1238,talk_id
17,4,11,304,4,286,26,241,64,9,62,5,88,16,1239,talk_id
100,18,41,861,170,1178,411,243,266,13,62,6,686,34,1240,talk_id
169,5,83,136,73,9,34,413,65,14,16,11,26,5,1241,talk_id
6,5,72,33,2,161,4,86,14,34,28,21,114,51,1242,talk_id
199,225,65,490,1167,19,669,218,402,46,95,72,25,54,1243,talk_id
12,25,45,121,41,506,44,109,36,31,59,13,312,35,1244,talk_id
30,13,25,119,9,117,57,176,29,88,90,17,39,42,1245,talk_id
135,11,63,588,3,411,237,355,140,17,34,7,176,6,1246,talk_id
27,12,62,83,3,152,3,125,9,11,33,3,55,33,1247,talk_id
12,19,8,52,4,76,20,112,4,40,56,15,88,36,1248,talk_id
411,17,15,129,8,3,71,106,129,19,68,20,5,32,1249,talk_id
23,11,22,215,104,216,25,252,42,85,105,38,113,76,1250,talk_id
5,14,7,73,62,145,79,28,11,21,41,5,82,29,1251,talk_id
34,11,84,1406,171,734,289,281,1084,35,58,32,323,90,1252,Fascinating
32,21,186,531,276,971,147,118,63,54,191,17,81,36,1253,talk_id
136,22,16,721,1132,1772,196,115,67,19,162,14,104,57,1254,Informative
11,9,16,199,4,199,335,132,70,1,28,5,60,10,1255,talk_id
22,82,5,33,502,53,71,19,1,89,267,182,19,164,1256,talk_id
36,4,13,160,4,241,40,142,25,23,24,2,80,9,1257,talk_id
91,10,148,58,75,30,21,343,25,23,33,14,41,6,1258,talk_id
33,9,189,69,11,174,140,471,39,33,37,14,278,31,1259,talk_id
103,5,19,89,1,64,24,249,25,27,51,5,106,9,1260,talk_id
27,1,8,223,11,233,76,96,20,3,70,10,29,22,1261,talk_id
230,22,371,57,380,144,47,536,44,51,38,52,282,69,1262,talk_id
86,9,42,129,118,23,44,349,56,14,30,19,34,12,1263,talk_id
12,1,60,24,17,123,1,94,18,3,12,18,172,22,1264,talk_id
35,0,261,169,3,464,72,482,68,24,51,8,871,25,1265,talk_id
5,11,30,18,18,118,11,26,8,26,62,19,125,60,1266,talk_id
746,13,20,588,94,345,354,383,312,15,90,22,31,27,1267,talk_id
17,1,31,108,7,195,124,305,24,1,34,0,90,4,1268,talk_id
14,12,7,69,1,123,108,51,7,52,68,18,33,49,1269,talk_id
80,0,4,238,13,168,112,125,92,8,33,7,15,4,1270,talk_id
24,8,28,110,8,307,26,112,32,21,37,13,104,49,1271,talk_id
101,13,54,111,13,124,30,639,19,53,59,4,153,19,1272,talk_id
84,4,2,223,317,183,111,143,25,6,40,5,17,12,1273,talk_id
31,0,15,310,37,155,314,506,142,3,20,0,45,4,1274,talk_id
154,9,60,218,14,227,56,667,83,20,53,8,222,28,1275,talk_id
288,13,1381,362,13,564,31,1078,196,25,44,5,194,11,1276,Courageous
84,24,16,782,24,366,378,221,1383,20,73,10,32,20,1277,Jaw-dropping
377,13,742,96,64,324,45,889,38,13,56,7,194,26,1278,talk_id
34,62,15,31,31,16,21,95,6,49,72,40,17,88,1279,talk_id
38,4,72,197,13,73,406,350,101,7,18,2,75,18,1280,talk_id
932,5,36,495,12,5,149,537,931,20,52,9,19,15,1281,talk_id
651,14,709,1218,605,871,860,3210,356,57,119,76,1233,225,1282,Inspiring
2,12,15,278,26,531,29,62,33,18,39,4,118,12,1283,talk_id
5,5,9,141,30,93,74,55,29,21,44,7,21,22,1284,talk_id
8,41,105,282,18,560,46,123,224,65,86,156,304,397,1285,talk_id
52,12,5,133,8,45,71,28,16,16,41,4,1,32,1286,talk_id
4,4,12,249,8,316,77,41,87,4,41,6,70,8,1287,talk_id
59,14,3,97,137,5,109,43,17,6,46,8,2,18,1288,talk_id
109,20,95,421,6,275,250,348,193,12,26,8,114,10,1289,talk_id
9,11,24,17,2,62,14,111,11,10,26,6,66,44,1290,talk_id
4,17,11,56,3,128,25,57,4,11,47,2,73,49,1291,talk_id
17,2,11,235,17,76,214,80,235,5,51,8,12,34,1292,talk_id
396,18,137,1210,418,252,434,581,739,11,103,12,46,35,1293,talk_id
19,7,5,232,29,247,69,66,30,20,47,3,7,4,1294,talk_id
14,2,23,83,1,55,189,158,43,5,7,0,33,8,1295,talk_id
6,5,44,63,4,145,20,177,16,22,40,40,131,86,1296,talk_id
29,13,304,121,4,688,23,128,149,31,73,18,293,42,1297,talk_id
223,6,11,149,45,64,41,177,25,32,117,19,35,44,1298,talk_id
220,10,16,913,27,293,656,322,1294,8,21,11,39,11,1299,talk_id
195,12,7,180,6,41,133,116,104,16,38,12,14,41,1300,talk_id
35,8,11,84,48,195,29,175,16,7,35,15,131,25,1301,talk_id
128,1,314,50,4,17,5,421,48,4,8,1,61,0,1302,talk_id
19,26,335,245,101,474,27,155,46,24,58,9,130,33,1303,talk_id
112,3,121,132,200,99,182,785,181,5,8,7,168,1,1304,talk_id
132,15,177,555,29,655,454,1529,248,23,65,11,654,16,1305,Inspiring
271,2,60,86,3,19,27,294,17,2,16,6,12,2,1306,talk_id
20,37,29,108,155,10,101,109,25,41,41,89,19,51,1307,talk_id
32,40,6,194,29,263,118,47,10,25,98,17,108,77,1308,talk_id
155,18,199,98,7,113,21,525,28,50,49,18,210,98,1309,talk_id
157,25,805,678,6,878,163,2020,81,55,206,13,1469,33,1310,Inspiring
11,1,16,123,2,162,297,87,74,1,28,0,54,12,1311,talk_id
149,3,161,240,126,214,301,991,97,8,23,6,450,15,1312,talk_id
31,3,114,206,79,330,91,255,37,7,64,8,449,38,1313,talk_id
159,20,983,206,27,742,16,863,732,28,32,29,508,24,1314,talk_id
9,3,4,99,82,181,20,7,8,11,49,2,48,19,1315,talk_id
7,18,86,125,11,196,63,95,36,17,34,3,267,26,1316,talk_id
5,7,90,29,11,97,72,190,30,6,47,9,67,9,1317,talk_id
170,70,227,1417,580,684,259,221,283,86,151,52,356,121,1318,Fascinating
22,3,35,95,38,212,144,306,12,2,18,0,209,1,1319,talk_id
132,7,12,435,383,223,255,113,113,12,57,12,19,12,1320,talk_id
7,9,28,118,13,249,25,71,23,4,32,12,105,31,1321,talk_id
24,15,13,142,6,192,47,96,26,28,56,5,82,31,1322,talk_id
57,17,0,50,2,5,14,68,6,28,29,12,6,26,1323,talk_id
13,2,20,144,4,149,231,139,53,7,20,3,94,41,1324,talk_id
28,4,14,264,12,229,1560,327,66,13,45,2,143,33,1325,Ingenious
9,21,54,235,9,319,36,59,74,22,33,15,269,56,1326,talk_id
32,3,47,43,0,169,42,165,23,10,18,0,128,5,1327,talk_id
74,21,106,174,19,433,26,218,51,21,44,41,204,100,1328,talk_id
20,13,24,119,3,175,66,92,44,16,31,12,86,18,1329,talk_id
141,29,28,128,17,31,40,135,14,16,30,22,11,56,1330,talk_id
17,3,30,42,3,94,40,131,22,23,22,8,112,22,1331,talk_id
25,7,101,164,28,559,37,406,112,4,32,2,417,18,1332,talk_id
58,32,18,489,51,978,56,187,30,39,118,26,191,31,1333,talk_id
24,3,10,157,5,346,75,221,35,5,35,1,307,5,1334,talk_id
29,12,11,266,54,471,27,51,30,49,114,12,21,20,1335,talk_id
19,4,82,21,1,181,7,108,13,11,15,5,156,30,1336,talk_id
228,9,442,117,41,18,4,351,107,8,28,1,12,2,1337,talk_id
62,9,39,304,13,386,109,389,52,28,57,11,258,32,1338,talk_id
19,9,25,200,23,226,43,194,79,5,42,44,208,46,1339,talk_id
5,63,2,106,3,131,48,38,11,88,53,17,15,45,1340,talk_id
13,10,46,197,83,302,185,385,71,13,21,4,349,6,1341,talk_id
156,13,21,436,660,272,274,206,62,16,69,21,40,16,1342,talk_id
8,4,431,211,20,1126,39,125,485,18,46,5,831,15,1343,talk_id
185,2,305,32,4,39,25,284,22,1,17,3,15,11,1344,talk_id
18,13,4,75,33,150,86,40,6,39,55,6,26,6,1345,talk_id
14,9,41,24,7,255,9,142,6,40,53,10,186,49,1346,talk_id
3232,197,6305,11111,938,9787,1428,21210,3586,338,1129,155,6217,335,1347,Inspiring
252,0,33,134,1,68,19,313,27,12,27,12,60,13,1348,talk_id
2,42,76,43,4,93,45,69,14,65,38,29,142,93,1349,talk_id
33,2,36,170,8,155,202,405,55,11,31,5,111,13,1350,talk_id
77,5,6,82,6,56,14,84,11,45,23,5,37,14,1351,talk_id
21,20,14,101,13,167,37,254,8,10,80,13,85,52,1352,talk_id
42,22,10,112,73,135,70,175,9,24,61,2,46,27,1353,talk_id
89,34,601,232,907,357,94,449,58,22,85,83,127,42,1354,talk_id
89,12,49,113,523,367,157,430,33,13,227,96,382,69,1355,talk_id
33,13,2,135,5,105,66,43,26,18,27,4,10,6,1356,talk_id
19,50,61,156,259,125,127,346,33,13,72,17,229,33,1357,talk_id
10,1,68,38,0,113,53,122,18,7,14,2,181,8,1358,talk_id
81,29,134,176,131,81,117,447,60,12,38,17,77,6,1359,talk_id
19,6,369,62,3,223,14,219,52,20,36,15,185,21,1360,talk_id
11,4,9,88,8,129,186,91,35,2,60,7,31,33,1361,talk_id
4,23,35,55,7,241,15,35,16,37,63,39,108,83,1362,talk_id
0,5,17,242,109,281,44,17,39,16,27,9,89,10,1363,talk_id
106,6,344,71,31,83,9,196,109,13,14,7,52,11,1364,talk_id
56,3,4,213,6,191,359,118,48,13,35,6,35,68,1365,talk_id
150,11,10,456,222,22,242,53,552,14,88,26,13,60,1366,talk_id
7,10,67,38,6,123,15,140,12,44,63,20,181,86,1367,talk_id
15,3,36,23,1,73,11,115,4,8,20,3,58,5,1368,talk_id
26,4,4,133,6,207,17,50,17,67,43,10,49,29,1369,talk_id
20,0,73,54,172,81,57,307,15,5,10,4,74,2,1370,talk_id
480,5,250,91,15,110,18,615,38,9,75,13,100,32,1371,talk_id
33,16,8,294,38,537,81,283,18,34,174,19,149,133,1372,talk_id
16,0,41,14,3,51,47,140,6,1,9,4,93,7,1373,talk_id
332,2,6,330,3,169,21,70,57,12,37,1,4,4,1374,talk_id
19,2,51,16,2,163,2,98,55,6,15,2,129,8,1375,talk_id
20,9,11,218,69,357,37,48,15,40,98,8,105,28,1376,talk_id
191,15,19,135,8,82,21,421,9,94,139,19,55,76,1377,talk_id
87,2,297,125,227,77,332,681,175,5,17,6,48,4,1378,talk_id
748,7,263,155,20,18,79,765,61,17,77,22,98,42,1379,talk_id
96,8,4,162,16,47,132,92,73,8,37,7,10,45,1380,talk_id
45,0,7,47,13,29,12,96,7,7,28,2,17,11,1381,talk_id
41,12,28,347,46,691,103,148,63,32,73,17,285,83,1382,talk_id
37,2,37,125,2,97,322,275,52,4,30,4,49,12,1383,talk_id
285,5,16,135,25,1,25,182,366,0,22,7,2,5,1384,talk_id
4399,10,176,1110,27,131,192,3422,793,32,98,45,352,27,1385,Beautiful
1394,21,502,366,80,85,307,2572,119,37,203,55,223,38,1386,Inspiring
224,4,250,616,695,596,377,2108,197,20,54,7,1100,10,1387,Inspiring
25,19,10,155,43,319,111,103,20,17,74,32,174,95,1388,talk_id
370,8,842,190,90,14,13,1471,280,11,23,4,117,7,1389,Inspiring
45,0,18,79,68,248,5,100,8,3,40,4,160,10,1390,talk_id
44,62,62,62,457,107,104,284,11,25,328,45,193,397,1391,talk_id
22,12,80,74,0,275,6,126,12,9,24,26,134,79,1392,talk_id
46,3,85,139,257,94,341,465,78,4,47,9,44,20,1393,talk_id
7,2,80,56,5,186,26,97,18,6,77,6,106,34,1394,talk_id
16,13,6,128,6,136,85,53,30,11,40,16,34,20,1395,talk_id
170,10,88,104,102,35,54,168,73,13,50,36,41,25,1396,talk_id
8,8,4,8,0,74,13,24,4,10,16,4,42,32,1397,talk_id
6,3,14,207,29,525,111,78,35,15,60,11,117,20,1398,talk_id
147,7,136,104,2466,211,93,207,40,24,135,23,60,28,1399,Funny
33,0,1,252,87,209,48,27,35,1,20,5,12,2,1400,talk_id
91,5,305,172,47,47,6,636,23,12,55,21,142,34,1401,talk_id
6,6,21,39,1,69,74,116,16,15,44,7,54,38,1402,talk_id
31,14,55,144,80,585,23,73,13,25,87,4,277,19,1403,talk_id
422,6,9,54,19,5,28,292,9,8,65,11,34,16,1404,talk_id
1,8,18,41,8,247,26,59,14,24,27,14,168,48,1405,talk_id
661,6,577,171,41,44,122,1067,151,7,26,15,125,35,1406,talk_id
118,29,73,299,5,293,113,533,29,95,208,21,232,112,1407,talk_id
15,8,12,156,9,234,267,68,31,4,30,3,66,10,1408,talk_id
57,12,3,94,7,70,15,32,8,16,139,19,6,101,1409,talk_id
4,4,37,42,8,161,26,114,16,17,26,25,228,62,1410,talk_id
341,10,283,212,15,30,76,589,188,7,52,10,36,14,1411,talk_id
316,0,95,107,251,25,13,663,26,8,24,0,21,3,1412,talk_id
7,3,47,31,3,113,0,33,7,11,16,4,81,23,1413,talk_id
561,48,134,829,410,1404,197,3410,73,79,384,13,1228,112,1414,Inspiring
335,4,140,50,26,35,55,383,22,2,14,6,62,8,1415,talk_id
10,8,40,163,23,179,94,220,18,15,43,10,95,25,1416,talk_id
924,124,2306,632,302,986,101,1617,119,92,612,77,497,231,1417,Courageous
6,2,4,133,22,287,39,29,18,5,24,3,96,5,1418,talk_id
346,74,360,352,205,722,125,1308,133,88,207,95,820,263,1419,talk_id
173,10,362,104,8,158,9,333,62,19,96,7,93,23,1420,talk_id
80,28,73,103,149,154,18,549,27,39,68,184,219,235,1421,talk_id
8,4,15,23,1,81,30,25,1,35,27,15,30,28,1422,talk_id
140,16,1560,231,13,766,5,1055,307,12,57,13,335,39,1423,Courageous
2,25,14,74,4,142,120,85,23,32,34,3,114,48,1424,talk_id
41,13,23,113,72,243,122,560,25,34,67,8,151,18,1425,talk_id
795,8,791,275,51,270,116,1109,102,28,37,22,335,45,1426,talk_id
30,8,43,73,12,264,32,116,8,35,78,15,55,51,1427,talk_id
266,14,93,69,462,22,78,771,69,8,49,25,102,26,1428,talk_id
29,12,106,20,0,41,3,82,2,14,17,10,33,51,1429,talk_id
72,1,116,197,182,237,171,547,34,35,75,43,414,53,1430,talk_id
230,18,41,202,20,45,173,729,19,45,78,19,96,52,1431,talk_id
8,21,8,154,6,84,124,48,50,1,38,8,8,96,1432,talk_id
90,12,95,82,11,72,89,303,28,11,13,6,87,25,1433,talk_id
224,5,497,97,7,121,7,620,48,1,7,23,78,10,1434,talk_id
4,4,4,108,10,176,238,31,20,1,42,4,46,12,1435,talk_id
23,76,84,292,7,568,177,102,138,89,122,20,203,63,1436,talk_id
588,63,389,2146,1068,2253,438,2008,270,73,174,37,1205,73,1437,Informative
117,6,96,123,255,36,61,906,29,13,40,2,280,6,1438,talk_id
29,9,28,412,5,202,280,235,260,12,41,22,22,11,1439,talk_id
31,24,20,575,89,657,228,114,114,19,138,17,266,172,1440,talk_id
3,18,201,38,7,161,5,89,31,24,35,7,76,17,1441,talk_id
5,4,23,77,13,280,25,119,13,12,30,8,170,24,1442,talk_id
43,14,7,476,120,356,97,45,97,17,37,6,39,3,1443,talk_id
57,8,34,178,40,283,172,595,26,25,41,14,226,34,1444,talk_id
151,9,6,223,98,10,111,48,126,9,116,8,7,28,1445,talk_id
258,26,280,844,200,358,507,1818,564,18,76,13,469,24,1446,Inspiring
14,8,51,17,17,61,59,117,10,20,41,26,146,84,1447,talk_id
1658,24,1647,762,211,178,380,3013,261,38,116,71,753,81,1448,Inspiring
132,24,239,961,11,953,729,1400,1614,20,27,36,1145,102,1449,Jaw-dropping
261,12,41,874,46,367,200,255,606,13,79,23,58,17,1450,talk_id
480,6,707,313,563,291,668,2346,215,5,29,10,717,5,1451,Inspiring
280,0,692,126,12,104,9,826,148,5,9,3,132,1,1452,talk_id
2376,4,1812,300,230,92,109,2854,789,18,42,35,197,7,1453,Inspiring
111,31,727,422,30,1221,429,1784,487,43,68,66,2139,139,1454,Persuasive
12,7,22,328,26,484,214,123,78,8,42,3,157,19,1455,talk_id
58,5,50,313,2,251,121,186,180,5,20,8,61,24,1456,talk_id
92,13,84,80,35,215,6,444,47,30,34,45,183,39,1457,talk_id
19,12,14,166,7,211,123,208,29,38,64,3,76,33,1458,talk_id
19,17,30,131,22,568,33,56,36,50,96,4,267,46,1459,talk_id
98,12,273,863,40,459,628,1538,320,16,109,7,257,17,1460,Inspiring
355,53,1941,345,34,401,37,1208,507,20,133,17,123,39,1461,Courageous
12,3,12,91,4,154,37,94,9,10,18,6,75,17,1462,talk_id
328,5,11,122,5,5,87,131,105,11,44,16,5,16,1463,talk_id
14,12,7,211,7,254,101,56,20,19,57,4,49,38,1464,talk_id
23,3,7,302,21,152,298,53,316,4,47,12,66,13,1465,talk_id
268,15,274,289,160,126,812,1283,98,13,43,16,43,11,1466,talk_id
7,70,1,183,25,234,40,18,15,8,49,0,42,23,1467,talk_id
12,7,5,180,22,156,150,83,21,2,38,8,27,10,1468,talk_id
19,41,36,162,771,186,42,31,38,21,75,62,18,31,1469,talk_id
33,3,27,160,16,87,334,194,77,4,53,16,80,50,1470,talk_id
30,14,487,158,44,592,93,906,238,12,28,15,1061,28,1471,talk_id
16,20,8,355,7,253,286,184,152,22,72,9,41,85,1472,talk_id
21,3,36,181,379,267,39,267,15,43,75,12,222,48,1473,talk_id
43,5,58,63,9,150,25,410,21,15,39,18,147,27,1474,talk_id
33,2,8,162,100,79,136,75,43,21,120,26,23,101,1475,talk_id
90,16,65,783,203,1534,292,1363,66,26,172,7,825,16,1476,Informative
49,0,95,59,9,143,35,208,30,6,34,3,112,20,1477,talk_id
32,17,6,186,11,369,10,139,9,45,87,17,81,20,1478,talk_id
27,8,123,141,182,506,38,200,70,8,32,14,316,10,1479,talk_id
15,17,20,235,2,466,37,145,25,27,54,3,159,34,1480,talk_id
316,14,560,139,11,23,8,748,90,38,37,19,38,19,1481,talk_id
43,4,57,725,9,438,264,296,459,1,60,4,79,9,1482,talk_id
533,10,114,410,57,5,69,514,625,36,122,28,16,36,1483,talk_id
45,15,21,557,405,660,157,121,54,26,52,15,320,44,1484,talk_id
3,26,19,44,1,184,9,40,21,31,39,20,79,185,1485,talk_id
10,6,38,111,10,211,28,195,19,6,62,8,165,49,1486,talk_id
26,26,7,170,124,214,69,85,8,17,82,21,35,23,1487,talk_id
5,3,8,39,30,110,59,44,11,18,65,27,90,90,1488,talk_id
41,19,8,139,726,1545,182,39,54,52,300,112,85,69,1489,Informative
53,7,18,80,68,351,141,478,17,14,210,15,290,46,1490,talk_id
43,28,70,291,15,204,462,243,334,23,42,53,153,93,1491,talk_id
350,9,189,395,0,103,22,714,105,14,26,1,166,10,1492,talk_id
23,26,30,190,78,447,71,94,39,25,135,14,249,72,1493,talk_id
1640,12,981,665,1297,458,159,5946,230,26,114,15,1137,23,1494,Inspiring
12,6,3,7,2,75,5,6,2,21,30,8,54,50,1495,talk_id
175,12,32,566,509,989,637,401,103,6,91,26,110,39,1496,talk_id
55,4,32,102,5,326,44,329,30,11,104,45,171,66,1497,talk_id
88,6,57,192,137,334,56,959,8,22,206,4,249,34,1498,talk_id
76,3,164,49,7,40,8,289,6,5,39,16,59,24,1499,talk_id
289,12,231,70,13,52,39,318,67,7,41,12,71,12,1500,talk_id
36,7,162,97,221,212,43,540,45,9,54,9,388,9,1501,talk_id
464,65,464,866,129,2420,374,4847,148,47,597,87,1380,181,1502,Inspiring
419,8,385,911,1541,1233,559,3018,252,14,72,16,1434,24,1503,Inspiring
407,38,400,684,77,1221,119,3035,175,84,208,93,1428,201,1504,Inspiring
15,91,28,45,5,104,37,66,16,54,124,35,69,141,1505,talk_id
115,9,40,150,29,9,91,68,53,8,33,4,13,5,1506,talk_id
74,10,29,348,297,76,514,509,202,4,24,10,53,16,1507,talk_id
86,54,16,142,23,144,130,101,55,61,239,117,24,345,1508,talk_id
52,8,53,57,3,256,23,508,44,44,57,38,302,109,1509,talk_id
316,0,276,383,50,44,280,1249,192,3,33,1,101,4,1510,talk_id
164,12,224,27,6,379,15,375,14,0,55,11,198,30,1511,talk_id
32,3,75,288,7,167,394,434,107,4,31,4,175,19,1512,talk_id
742,3,138,202,9,19,26,449,260,1,51,14,22,15,1513,talk_id
32,4,49,87,101,81,36,69,7,12,28,14,64,24,1514,talk_id
158,15,1116,204,14,534,120,1247,97,52,51,70,772,82,1515,talk_id
26,8,9,145,10,170,52,37,27,7,29,7,27,11,1516,talk_id
666,26,279,462,193,209,63,1373,21,19,237,13,211,51,1517,talk_id
1975,37,937,456,181,396,133,2449,175,58,84,45,337,61,1518,Inspiring
15,3,22,91,44,325,116,284,18,3,33,6,328,11,1519,talk_id
14,10,571,91,35,136,23,168,163,7,17,2,31,6,1520,talk_id
109,1,8,288,16,151,69,86,33,9,40,1,11,18,1521,talk_id
45,1,71,85,9,32,99,287,29,24,38,6,25,17,1522,talk_id
27,20,63,218,10,462,61,201,39,11,112,20,252,85,1523,talk_id
205,9,33,1183,138,325,932,551,1237,3,75,18,47,21,1524,talk_id
20,14,129,63,9,146,15,169,9,29,27,63,102,101,1525,talk_id
7,5,34,81,2,191,16,37,59,4,9,10,195,28,1526,talk_id
143,20,790,96,6,116,8,696,70,9,29,8,90,25,1527,talk_id
11,35,24,129,1,222,58,68,21,18,38,14,148,75,1528,talk_id
5,8,18,45,1,91,97,107,7,9,22,1,20,4,1529,talk_id
370,1,600,87,5,45,6,748,137,0,27,3,39,0,1530,talk_id
32,3,41,87,3,145,157,296,31,3,11,1,137,3,1531,talk_id
461,4,25,153,15,54,12,103,63,8,121,3,10,12,1532,talk_id
336,28,353,467,16,238,71,702,101,57,54,47,312,128,1533,talk_id
338,18,1150,480,7,786,142,881,332,37,52,26,561,68,1534,talk_id
11,7,1,123,616,217,69,48,11,22,43,13,17,6,1535,talk_id
12,1,15,102,9,69,34,47,31,0,13,1,28,1,1536,talk_id
25,14,8,93,10,122,72,60,11,13,53,6,73,22,1537,talk_id
64,59,378,843,55,865,89,506,141,20,61,103,698,223,1538,talk_id
10,0,11,28,1,158,41,95,10,58,59,5,35,12,1539,talk_id
30,7,22,500,9,164,374,222,468,2,91,13,42,43,1540,talk_id
